service,description,homepage,protocols,auth_mode,auth_required,api_key_needed,prompt_policy,skills_using_count,skills_using,skill_paths
astyle,"Source code beautifier for C, C++, C#, and Java",https://astyle.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
asymptote,Powerful descriptive vector graphics language,https://asymptote.sourceforge.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-fuzzing-terminal-timeseries-langservers,skills/generated/shards/nexus-06/b06-fuzzing-terminal-timeseries-langservers/SKILL.md
ata,ChatGPT in the terminal,https://github.com/transformrs/ata,"HTTPS/REST, CLI/stdin-stdout",API key,yes,yes,Check `OPENAI_API_KEY` first and validate auth with a lightweight request. Ask user for the OpenAI/ChatGPT provider API key only if missing/invalid/expired.,1,b09-typesetting-fleet-runtime-web,skills/generated/shards/nexus-09/b09-typesetting-fleet-runtime-web/SKILL.md
atac,Simple API client (Postman-like) in your terminal,https://atac.julien-cpsn.com/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-security-api-streaming-ml,skills/generated/shards/nexus-06/b06-security-api-streaming-ml/SKILL.md
atkmm,Official C++ interface for the ATK accessibility toolkit library,https://www.gtkmm.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-runtime-security-dataops,skills/generated/shards/nexus-10/b10-runtime-security-dataops/SKILL.md
atkmm@2.28,Official C++ interface for the ATK accessibility toolkit library,https://www.gtkmm.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-site-docs-security-kafka,skills/generated/shards/nexus-10/b10-site-docs-security-kafka/SKILL.md
atlantis,Terraform Pull Request Automation tool,https://www.runatlantis.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-remote-runtime-infra,skills/generated/shards/nexus-07/b07-remote-runtime-infra/SKILL.md
atmos,Universal Tool for DevOps and Cloud Automation,https://github.com/cloudposse/atmos,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
atool,Archival front-end,https://savannah.nongnu.org/projects/atool/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-secrets-qt-k8s-identity,skills/generated/shards/nexus-09/b09-secrets-qt-k8s-identity/SKILL.md
atop,Advanced system and process monitor for Linux using process events,https://www.atoptool.nl,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-zig-recon-dns-markdown,skills/generated/shards/nexus-09/b09-zig-recon-dns-markdown/SKILL.md
aubio,Extract annotations from audio signals,https://github.com/aubio/aubio,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-ci-build-firmware-media-ops,skills/generated/shards/nexus-06/b06-ci-build-firmware-media-ops/SKILL.md
audacious,Lightweight and versatile audio player,https://audacious-media-player.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-media-image-audio-video,skills/generated/shards/nexus-04/b04-media-image-audio-video/SKILL.md
audiowaveform,Generate waveform data and render waveform images from audio files,https://codeberg.org/chrisn/audiowaveform,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-quality-media-supplychain,skills/generated/shards/nexus-10/b10-quality-media-supplychain/SKILL.md
augeas,Configuration editing tool and API,https://augeas.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
auto-editor,Effort free video editing!,https://auto-editor.com,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-dns-proxy-optimization-toolchain,skills/generated/shards/nexus-08/b08-dns-proxy-optimization-toolchain/SKILL.md
autobrr,"Modern, easy to use download automation for torrents and usenet",https://autobrr.com/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-systems-build-automation-lint,skills/generated/shards/nexus-09/b09-systems-build-automation-lint/SKILL.md
autocannon,Fast HTTP/1.1 benchmarking tool written in Node.js,https://github.com/mcollina/autocannon,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-network-proxy-cache-sandbox,skills/generated/shards/nexus-10/b10-network-proxy-cache-sandbox/SKILL.md
autocode,"Code automation for every language, library and framework",https://autocode.readme.io/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-site-docs-security-kafka,skills/generated/shards/nexus-10/b10-site-docs-security-kafka/SKILL.md
autocorrect,"Linter and formatter to improve copywriting, correct spaces, words between CJK",https://huacnlee.github.io/autocorrect/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-data-protocol-db-runtime,skills/generated/shards/nexus-07/b07-data-protocol-db-runtime/SKILL.md
autogen,Automated text file generator,https://autogen.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-terminal-shell-productivity,skills/generated/shards/nexus-04/b04-terminal-shell-productivity/SKILL.md
autojump,Shell extension to jump to frequently used directories,https://github.com/wting/autojump,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,terminal-shell-and-productivity,skills/generated/shards/nexus-02/terminal-shell-and-productivity/SKILL.md
autopep8,Automatically formats Python code to conform to the PEP 8 style guide,https://github.com/hhatto/autopep8,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-shell-search-sync-build,skills/generated/shards/nexus-07/b07-shell-search-sync-build/SKILL.md
autopsy,Graphical interface to Sleuth Kit investigation tools,https://www.sleuthkit.org/autopsy/index.php,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-profiling-build-dns,skills/generated/shards/nexus-07/b07-profiling-build-dns/SKILL.md
autorest,Swagger (OpenAPI) Specification code generator,https://github.com/Azure/autorest,"HTTPS/REST, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b10-network-proxy-cache-sandbox,skills/generated/shards/nexus-10/b10-network-proxy-cache-sandbox/SKILL.md
autotrace,Convert bitmap to vector graphics,https://autotrace.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-recon-data-k8s-workflows,skills/generated/shards/nexus-06/b06-recon-data-k8s-workflows/SKILL.md
avro-c,Data serialization system,https://avro.apache.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-data-protocol-db-runtime,skills/generated/shards/nexus-07/b07-data-protocol-db-runtime/SKILL.md
avro-cpp,Data serialization system,https://avro.apache.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-parallel-qt-supabase-database,skills/generated/shards/nexus-09/b09-parallel-qt-supabase-database/SKILL.md
avro-tools,Avro command-line tools and utilities,https://avro.apache.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
awk,Text processing scripting language,https://www.cs.princeton.edu/~bwk/btl.mirror/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,files-compression-and-os-utils,skills/generated/shards/nexus-02/files-compression-and-os-utils/SKILL.md
aws-c-auth,C99 library implementation of AWS client-side authentication,https://github.com/awslabs/aws-c-auth,"JSON-RPC/WebSocket, Local library API/ABI, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-terminal-java-media-forensics,skills/generated/shards/nexus-10/b10-terminal-java-media-forensics/SKILL.md
aws-c-cal,AWS Crypto Abstraction Layer,https://github.com/awslabs/aws-c-cal,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-stream-build-deploy,skills/generated/shards/nexus-10/b10-stream-build-deploy/SKILL.md
aws-c-http,C99 implementation of the HTTP/1.1 and HTTP/2 specifications,https://github.com/awslabs/aws-c-http,"HTTP/2, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b09-governance-k8s-docs-observability,skills/generated/shards/nexus-09/b09-governance-k8s-docs-observability/SKILL.md
aws-c-io,Event driven framework for implementing application protocols,https://github.com/awslabs/aws-c-io,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b08-db-messaging-build-release,skills/generated/shards/nexus-08/b08-db-messaging-build-release/SKILL.md
aws-c-s3,C99 library implementation for communicating with the S3 service,https://github.com/awslabs/aws-c-s3,"Local library API/ABI, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
aws-console,Command-line to use AWS CLI credentials to launch the AWS console in a browser,https://github.com/aws-cloudformation/rain,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b06-recon-data-k8s-workflows,skills/generated/shards/nexus-06/b06-recon-data-k8s-workflows/SKILL.md
aws-crt-cpp,C++ wrapper around the aws-c-* libraries,https://github.com/awslabs/aws-crt-cpp,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b06-fuzzing-terminal-timeseries-langservers,skills/generated/shards/nexus-06/b06-fuzzing-terminal-timeseries-langservers/SKILL.md
aws-elasticbeanstalk,Client for Amazon Elastic Beanstalk web service,https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/eb-cli3.html,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,cloud-and-platform-clis,skills/generated/shards/nexus-02/cloud-and-platform-clis/SKILL.md
aws-es-proxy,Small proxy between HTTP client and AWS Elasticsearch,https://github.com/abutaha/aws-es-proxy,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-network-proxy-cache-sandbox,skills/generated/shards/nexus-10/b10-network-proxy-cache-sandbox/SKILL.md
aws-google-auth,Acquire AWS credentials using Google Apps,https://github.com/cevoaustralia/aws-google-auth,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b06-partition-radio-testing-data,skills/generated/shards/nexus-06/b06-partition-radio-testing-data/SKILL.md
aws-iam-authenticator,Use AWS IAM credentials to authenticate to Kubernetes,https://github.com/kubernetes-sigs/aws-iam-authenticator,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
aws-lc,General-purpose cryptographic library,https://github.com/aws/aws-lc,"Local library API/ABI, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b07-graphics-media-runtime,skills/generated/shards/nexus-07/b07-graphics-media-runtime/SKILL.md
aws-rotate-key,Easily rotate your AWS access key,https://github.com/stefansundin/aws-rotate-key,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b06-fuzzing-terminal-timeseries-langservers,skills/generated/shards/nexus-06/b06-fuzzing-terminal-timeseries-langservers/SKILL.md
aws-shell,Integrated shell for working with the AWS CLI,https://github.com/awslabs/aws-shell,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
aws-sso-cli,Securely manage AWS API credentials using AWS SSO,https://synfinatic.github.io/aws-sso-cli/,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
